18,2020-07-21,6319.00,253,21.17,12.00,7.00,181.00
81,2021-04-19,5622.00,400,21.11,5.00,1.00,172.00
105,2020-06-21,7066.00,377,21.84,1.00,6.00,183.00
29,2022-09-22,8149.00,293,20.34,5.00,4.00,174.00
22,2023-02-22,9495.00,388,22.83,4.00,8.00,132.00
88,2025-06-07,5778.00,359,23.38,1.00,2.00,188.00
73,2020-04-29,9400.00,349,24.58,12.00,6.00,244.00
68,2026-03-14,8522.00,204,21.80,3.00,4.00,250.00
24,2022-05-12,9197.00,317,21.54,6.00,10.00,226.00
92,2021-02-15,5983.00,289,23.82,8.00,1.00,195.00
7,2022-02-01,7593.00,482,24.05,2.00,3.00,213.00
58,2025-08-02,9509.00,364,24.19,3.00,3.00,248.00
96,2023-10-23,8614.00,307,23.42,11.00,9.00,185.00
10,2020-08-10,5779.00,221,24.67,8.00,2.00,155.00
89,2024-05-15,8454.00,254,23.01,6.00,2.00,194.00
68,2025-01-18,9007.00,400,20.15,0.00,9.00,116.00
79,2022-11-24,9033.00,415,18.22,10.00,9.00,187.00
109,2021-02-27,5574.00,362,21.28,10.00,10.00,166.00
104,2025-10-05,8419.00,223,18.90,10.00,5.00,185.00
12,2023-07-23,8359.00,250,18.43,5.00,4.00,210.00
74,2024-01-13,5504.00,220,24.26,7.00,7.00,236.00
29,2025-09-22,8426.00,307,21.43,8.00,5.00,189.00
79,2021-09-01,7378.00,241,25.34,1.00,6.00,162.00
24,2026-03-17,5986.00,249,20.26,3.00,9.00,213.00
80,2022-04-12,8518.00,250,24.68,14.00,0.00,227.00
69,2025-12-15,6567.00,456,21.91,6.00,7.00,127.00
69,2021-06-20,6872.00,353,19.99,5.00,6.00,141.00
114,2025-06-24,6092.00,425,18.95,1.00,7.00,250.00
53,2021-03-28,8179.00,274,19.14,15.00,10.00,130.00
33,2022-01-29,7219.00,356,21.24,1.00,2.00,102.00
105,2026-03-27,8133.00,354,21.13,10.00,6.00,177.00
112,2020-07-24,7109.00,222,23.38,14.00,10.00,147.00
81,2020-01-24,9322.00,302,23.97,5.00,5.00,246.00
7,2024-12-01,6088.00,365,19.53,8.00,3.00,133.00
19,2024-12-26,7529.00,328,24.47,4.00,2.00,222.00
78,2023-10-02,9170.00,336,20.56,7.00,2.00,217.00
29,2022-07-26,9079.00,264,19.44,3.00,7.00,164.00
97,2020-03-02,6070.00,304,20.11,0.00,0.00,223.00
69,2021-09-25,8420.00,456,21.06,8.00,9.00,233.00
27,2025-08-05,6255.00,312,21.12,6.00,7.00,194.00
74,2024-06-06,7584.00,241,19.27,7.00,2.00,142.00
87,2022-02-08,7028.00,202,21.05,6.00,10.00,200.00
45,2023-07-23,7155.00,463,22.97,10.00,8.00,184.00
25,2024-10-07,8219.00,205,23.76,13.00,4.00,173.00
82,2025-12-05,7367.00,398,24.52,12.00,0.00,250.00
74,2021-12-28,9452.00,326,22.46,0.00,5.00,176.00
36,2024-10-25,5921.00,448,25.09,11.00,1.00,145.00
58,2021-02-06,7459.00,346,23.14,13.00,0.00,100.00
50,2022-05-29,7322.00,276,22.05,12.00,2.00,239.00
79,2020-09-07,7060.00,312,22.03,9.00,10.00,215.00
40,2025-10-05,6397.00,266,22.80,8.00,10.00,149.00
67,2024-11-08,8569.00,230,21.55,3.00,6.00,215.00
39,2020-01-02,6291.00,251,25.12,8.00,0.00,137.00
113,2022-07-01,8592.00,205,20.78,11.00,3.00,104.00
15,2023-07-19,9722.00,413,20.16,11.00,9.00,136.00
5,2023-03-25,6829.00,479,20.92,1.00,2.00,241.00
111,2020-03-30,5750.00,236,18.97,2.00,8.00,161.00
107,2020-07-23,8689.00,322,22.30,8.00,9.00,248.00
11,2023-05-09,7428.00,217,23.30,13.00,2.00,159.00
77,2020-08-15,7581.00,335,21.85,9.00,9.00,146.00
54,2026-03-24,7499.00,213,20.05,0.00,10.00,210.00
34,2021-07-26,8854.00,215,24.13,1.00,6.00,248.00
45,2022-03-22,9418.00,332,24.08,10.00,2.00,145.00
31,2025-09-03,6204.00,388,22.64,8.00,7.00,175.00
55,2020-01-19,6256.00,298,25.11,15.00,5.00,219.00
54,2026-03-05,7619.00,283,22.36,10.00,6.00,128.00
29,2023-10-25,9424.00,337,21.32,5.00,8.00,166.00
28,2024-05-02,6938.00,445,24.75,15.00,3.00,114.00
39,2022-11-26,7445.00,244,23.69,15.00,1.00,118.00
50,2022-04-13,7692.00,212,21.21,12.00,7.00,217.00
69,2023-09-01,7614.00,498,22.31,8.00,9.00,217.00
40,2020-07-03,8010.00,335,19.59,10.00,9.00,217.00
33,2022-05-09,5824.00,349,24.92,12.00,4.00,143.00
39,2021-02-07,7400.00,310,24.59,5.00,8.00,240.00
92,2024-02-27,6589.00,203,25.30,0.00,7.00,250.00
100,2020-12-09,6008.00,259,25.42,14.00,6.00,217.00
12,2023-04-19,9409.00,324,24.76,13.00,9.00,154.00
101,2022-07-08,9667.00,302,22.19,12.00,8.00,208.00
71,2024-06-30,7032.00,221,22.30,13.00,1.00,131.00
94,2023-08-29,8057.00,389,23.50,11.00,4.00,183.00
46,2023-02-21,7096.00,316,19.32,0.00,0.00,146.00
52,2022-08-22,7878.00,271,21.99,3.00,5.00,223.00
2,2025-01-06,6578.00,423,22.08,11.00,2.00,114.00
81,2020-05-14,7174.00,212,25.10,12.00,6.00,125.00
7,2024-08-27,8209.00,242,24.95,14.00,9.00,232.00
104,2022-03-07,9533.00,263,23.24,10.00,10.00,147.00
8,2023-05-26,9367.00,492,23.33,9.00,4.00,214.00
18,2022-08-18,7916.00,237,20.12,4.00,7.00,127.00
96,2021-08-10,7310.00,262,23.24,8.00,10.00,213.00
50,2024-11-25,7017.00,412,19.67,9.00,6.00,166.00
30,2023-06-24,9132.00,412,25.08,15.00,2.00,200.00
8,2020-08-01,5899.00,201,23.04,7.00,3.00,128.00
36,2022-03-23,7381.00,450,23.69,1.00,9.00,129.00
65,2023-09-23,9414.00,343,24.39,4.00,2.00,114.00
48,2021-10-20,8093.00,454,23.30,9.00,3.00,162.00
27,2021-12-10,5814.00,431,19.18,10.00,3.00,120.00
80,2025-12-04,7830.00,245,22.11,8.00,8.00,124.00
102,2026-02-10,8760.00,366,18.97,14.00,7.00,173.00
34,2025-04-12,6792.00,451,18.27,10.00,1.00,199.00
105,2025-06-07,9222.00,320,20.64,9.00,7.00,213.00
59,2024-10-20,7074.00,445,20.41,5.00,1.00,178.00
3,2020-10-04,9914.00,300,19.02,5.00,7.00,120.00
76,2026-03-18,8584.00,339,19.51,5.00,0.00,192.00
97,2023-06-18,7563.00,451,22.69,9.00,1.00,233.00
7,2020-08-09,7826.00,255,23.70,1.00,7.00,155.00
97,2021-02-11,8429.00,494,21.48,15.00,3.00,216.00
76,2025-01-27,7081.00,355,23.11,5.00,10.00,217.00
16,2023-04-21,5557.00,446,18.78,9.00,4.00,179.00
65,2023-07-31,8332.00,349,22.96,12.00,10.00,180.00
102,2022-01-05,8090.00,254,23.19,15.00,7.00,125.00
10,2021-07-23,6864.00,454,25.36,0.00,10.00,198.00
16,2023-03-08,6087.00,283,23.41,13.00,1.00,231.00
28,2021-06-16,7850.00,453,21.59,5.00,9.00,230.00
55,2021-10-23,6120.00,313,18.56,3.00,0.00,100.00
56,2023-09-26,5534.00,431,18.95,0.00,3.00,183.00
82,2025-12-20,8072.00,436,18.22,14.00,3.00,147.00
106,2026-03-15,6655.00,448,21.87,13.00,3.00,166.00
25,2026-01-10,9238.00,352,22.59,4.00,7.00,197.00
54,2026-01-11,8930.00,394,22.99,15.00,1.00,126.00
37,2022-02-13,7301.00,349,23.77,1.00,8.00,238.00
48,2024-04-02,6649.00,433,18.57,6.00,6.00,150.00
57,2020-06-13,6310.00,367,19.68,3.00,8.00,118.00
84,2020-03-04,7446.00,412,22.58,13.00,6.00,110.00
37,2020-07-05,5868.00,483,24.07,10.00,6.00,128.00
20,2021-06-16,6642.00,372,24.34,3.00,0.00,229.00
43,2023-07-18,7733.00,285,21.76,4.00,4.00,235.00
31,2025-11-19,8001.00,433,21.71,12.00,2.00,115.00
41,2026-03-10,6713.00,423,21.01,8.00,2.00,190.00
17,2022-11-02,5630.00,339,18.59,9.00,7.00,227.00
3,2025-08-25,9106.00,487,24.88,11.00,2.00,233.00
68,2025-11-02,9993.00,467,21.09,15.00,5.00,210.00
94,2024-01-27,7953.00,287,22.03,3.00,2.00,103.00
23,2024-09-05,9856.00,436,24.59,13.00,9.00,122.00
106,2022-10-02,5791.00,243,19.71,10.00,7.00,113.00
60,2022-05-02,9239.00,294,24.47,11.00,6.00,141.00
88,2024-09-11,7947.00,308,19.04,15.00,3.00,223.00
3,2022-07-29,9210.00,240,21.49,5.00,5.00,183.00
35,2026-02-23,7910.00,401,22.79,9.00,7.00,163.00
61,2021-04-15,7378.00,226,22.16,4.00,6.00,138.00
84,2020-09-29,9940.00,257,23.46,5.00,8.00,202.00
63,2022-08-19,8875.00,229,22.24,10.00,2.00,221.00
114,2024-05-03,7941.00,245,21.14,3.00,6.00,152.00
71,2020-09-30,6143.00,259,22.89,6.00,7.00,178.00
89,2020-06-23,8720.00,245,18.69,13.00,4.00,245.00
51,2024-10-01,9573.00,454,23.07,14.00,9.00,109.00
46,2021-12-30,7374.00,222,18.52,14.00,10.00,247.00
27,2023-12-19,8044.00,481,22.98,2.00,7.00,140.00
30,2023-05-09,7424.00,264,23.48,7.00,7.00,156.00
13,2021-03-03,5716.00,228,24.49,2.00,8.00,135.00
12,2020-05-19,6821.00,384,23.88,15.00,6.00,145.00
63,2022-02-20,7214.00,350,22.17,3.00,9.00,248.00
6,2020-05-11,8977.00,449,22.20,9.00,10.00,199.00
79,2022-07-18,6578.00,439,18.77,14.00,8.00,243.00
81,2021-06-14,5967.00,209,19.19,4.00,0.00,135.00
44,2023-08-28,8959.00,441,23.58,14.00,8.00,149.00
102,2025-10-21,5628.00,335,25.01,2.00,8.00,239.00
51,2023-11-16,6733.00,390,24.33,3.00,3.00,228.00
71,2025-07-16,7153.00,222,21.23,11.00,6.00,123.00
35,2020-09-19,7151.00,230,21.52,2.00,3.00,137.00
67,2020-08-09,6671.00,309,25.40,3.00,10.00,227.00
105,2024-07-23,5708.00,338,22.12,0.00,0.00,144.00
63,2022-06-18,9382.00,468,24.35,13.00,10.00,197.00
40,2023-02-27,9094.00,203,25.03,0.00,2.00,111.00
34,2021-06-25,6809.00,431,20.94,14.00,2.00,159.00
40,2025-06-16,5615.00,442,21.96,9.00,6.00,238.00
103,2024-10-17,9364.00,456,22.12,5.00,1.00,147.00
10,2022-05-14,6419.00,212,20.23,7.00,1.00,130.00
90,2024-10-15,7513.00,439,24.05,5.00,1.00,225.00
66,2024-06-15,9105.00,458,25.46,12.00,6.00,122.00
80,2022-01-30,6049.00,201,23.89,8.00,0.00,165.00
96,2022-01-18,9393.00,442,23.37,11.00,6.00,167.00
50,2025-05-06,5777.00,207,24.25,8.00,10.00,215.00
10,2025-09-11,5977.00,252,19.25,0.00,1.00,118.00
17,2023-09-18,6785.00,214,20.46,2.00,5.00,244.00
98,2024-10-13,8229.00,202,21.83,10.00,7.00,250.00
33,2020-06-11,7545.00,253,25.00,9.00,8.00,144.00
110,2024-05-04,8541.00,393,19.96,1.00,10.00,174.00
112,2025-12-29,6211.00,328,18.59,8.00,1.00,183.00
60,2024-03-01,7481.00,426,24.67,7.00,6.00,219.00
67,2022-11-10,7164.00,290,24.56,3.00,9.00,228.00
109,2023-02-03,7468.00,459,25.32,7.00,9.00,189.00
86,2024-02-20,8693.00,285,24.04,2.00,9.00,183.00
50,2022-05-08,6515.00,372,18.38,12.00,10.00,121.00
80,2023-08-29,5674.00,289,21.01,15.00,3.00,119.00
79,2023-06-07,6893.00,473,25.42,1.00,1.00,211.00
107,2024-11-13,8958.00,287,18.72,12.00,5.00,248.00
51,2022-09-09,6640.00,476,19.24,3.00,9.00,178.00
51,2025-02-07,9910.00,447,18.56,12.00,2.00,224.00
24,2025-10-07,9890.00,497,19.78,9.00,4.00,141.00
39,2024-06-02,9897.00,223,19.51,9.00,0.00,236.00
93,2020-02-22,8664.00,467,22.17,14.00,2.00,124.00
64,2021-11-10,5690.00,403,23.36,6.00,2.00,165.00
65,2025-06-28,7459.00,430,19.52,7.00,5.00,156.00
112,2021-09-12,6691.00,481,24.99,14.00,3.00,222.00
70,2024-10-14,6725.00,475,18.98,7.00,4.00,193.00
41,2022-10-11,8630.00,293,20.59,8.00,1.00,196.00
48,2022-08-09,8141.00,422,23.31,5.00,1.00,200.00
49,2024-01-01,8972.00,430,24.74,8.00,1.00,247.00
106,2024-10-01,8271.00,203,21.81,9.00,10.00,248.00
51,2024-09-17,9326.00,348,23.40,4.00,0.00,150.00
95,2023-07-27,7782.00,397,21.66,3.00,8.00,124.00
3,2023-02-22,5626.00,361,19.98,6.00,9.00,218.00
86,2025-10-19,6710.00,284,18.24,14.00,4.00,224.00
31,2024-11-11,5771.00,282,21.44,1.00,8.00,135.00
76,2022-08-20,5837.00,258,23.72,13.00,5.00,105.00
76,2022-04-27,5813.00,381,22.03,4.00,4.00,175.00
65,2022-10-09,6860.00,360,20.23,4.00,5.00,112.00
54,2020-12-19,9344.00,237,24.60,4.00,7.00,157.00
113,2023-12-26,6467.00,376,19.68,12.00,1.00,157.00
19,2025-04-21,8263.00,267,25.17,4.00,3.00,146.00
69,2022-02-14,6051.00,364,20.07,1.00,3.00,128.00
84,2021-07-07,6892.00,441,20.15,2.00,5.00,199.00
74,2020-02-24,8046.00,291,21.57,13.00,3.00,226.00
10,2020-11-18,8692.00,498,20.84,14.00,5.00,211.00
84,2025-10-02,8903.00,257,20.80,15.00,10.00,204.00
55,2021-07-31,5774.00,284,24.13,13.00,4.00,196.00
112,2024-02-11,6369.00,444,24.89,5.00,10.00,111.00
1,2023-02-15,8740.00,281,19.35,0.00,10.00,228.00
73,2025-05-30,8337.00,240,21.16,9.00,6.00,206.00
90,2025-01-26,9294.00,500,18.31,11.00,8.00,124.00
52,2024-01-08,7893.00,491,18.85,9.00,8.00,104.00
5,2022-12-07,8467.00,224,25.35,6.00,8.00,119.00
19,2025-02-04,8795.00,213,23.58,12.00,8.00,172.00
40,2024-04-23,8527.00,335,18.92,2.00,6.00,101.00
79,2024-10-15,9180.00,463,21.06,14.00,9.00,235.00
64,2024-01-05,6975.00,479,19.09,8.00,2.00,119.00
57,2020-10-03,6407.00,476,25.49,1.00,3.00,177.00
40,2020-04-22,9611.00,303,20.79,5.00,5.00,120.00
107,2024-10-14,9866.00,441,19.03,4.00,4.00,220.00
61,2022-06-15,6824.00,334,24.29,15.00,4.00,155.00
3,2024-09-28,6684.00,272,21.38,5.00,9.00,123.00
111,2021-06-09,8208.00,280,19.68,4.00,4.00,151.00
41,2024-03-08,9413.00,457,19.85,1.00,7.00,152.00
107,2025-02-24,6369.00,344,18.74,11.00,0.00,156.00
69,2020-01-21,6173.00,340,25.31,5.00,10.00,132.00
103,2025-12-28,8093.00,439,24.81,9.00,10.00,133.00
27,2021-10-29,6454.00,405,18.65,11.00,4.00,216.00
42,2026-01-02,7141.00,443,20.46,5.00,9.00,183.00
39,2024-09-11,6459.00,201,25.14,6.00,0.00,113.00
58,2024-10-30,7762.00,326,21.09,1.00,5.00,228.00
21,2025-03-25,8511.00,388,19.82,15.00,8.00,229.00
29,2022-12-29,8725.00,443,21.90,14.00,1.00,188.00
71,2022-05-10,7321.00,423,19.85,7.00,9.00,219.00
85,2025-04-05,8596.00,492,23.79,15.00,7.00,199.00
104,2022-02-11,9396.00,206,21.16,5.00,3.00,109.00
107,2023-01-24,9631.00,315,22.28,10.00,1.00,217.00
108,2021-10-01,6539.00,327,18.89,6.00,3.00,106.00
101,2025-05-31,9113.00,446,21.96,11.00,7.00,192.00
101,2021-06-26,7642.00,458,24.33,13.00,10.00,187.00
43,2020-07-26,8995.00,296,20.62,15.00,2.00,166.00
59,2024-08-28,9862.00,372,24.19,0.00,3.00,209.00
58,2026-01-06,7506.00,365,24.63,0.00,3.00,213.00
102,2024-05-13,8081.00,418,20.33,2.00,9.00,245.00
27,2026-03-15,6142.00,268,24.19,6.00,8.00,101.00
40,2020-05-29,5759.00,268,23.34,1.00,10.00,132.00
8,2026-02-20,6634.00,256,19.56,1.00,2.00,250.00
21,2023-07-24,9275.00,416,18.62,15.00,5.00,170.00
38,2023-12-24,5593.00,287,20.02,2.00,8.00,103.00
14,2020-09-21,8504.00,348,20.18,8.00,10.00,143.00
80,2022-03-06,9924.00,321,20.39,13.00,7.00,103.00
99,2025-11-28,8782.00,358,24.57,7.00,5.00,241.00
77,2022-09-01,6571.00,385,25.26,8.00,7.00,201.00
17,2021-07-10,7519.00,258,24.48,3.00,2.00,218.00
53,2020-09-24,8712.00,481,18.96,10.00,8.00,233.00
55,2024-09-10,7358.00,424,18.85,3.00,3.00,224.00
36,2021-10-06,9982.00,496,19.14,7.00,6.00,104.00
108,2020-10-31,9231.00,454,25.34,15.00,5.00,187.00
48,2022-02-15,7297.00,312,20.14,7.00,6.00,129.00
98,2026-03-14,7093.00,454,19.52,7.00,10.00,141.00
9,2021-09-22,5831.00,271,19.41,4.00,9.00,134.00
4,2021-12-24,8450.00,294,18.61,6.00,0.00,157.00
74,2023-10-25,6044.00,471,23.00,1.00,7.00,174.00
