41,37,2023-07-10,7,1.00,0,0,10,Evening,Authentic
42,10,2023-11-27,1,1.00,1,0,4,Night,Suspicious
43,30,2020-02-27,7,1.00,0,1,4,Night,Suspicious
44,88,2021-03-29,8,2.00,0,0,2,Afternoon,Fraud
45,103,2020-08-23,3,4.00,0,1,6,Morning,Authentic
46,76,2022-05-20,8,1.00,1,0,5,Morning,Suspicious
47,27,2021-02-05,8,2.00,1,0,2,Morning,Fraud
48,25,2023-12-02,1,2.00,0,0,1,Night,Fraud
49,17,2023-08-04,1,3.00,1,0,4,Night,Suspicious
50,113,2025-12-18,6,1.00,0,1,6,Afternoon,Authentic
51,98,2023-10-26,6,2.00,1,1,9,Morning,Authentic
52,107,2025-02-22,6,4.00,0,0,3,Night,Suspicious
53,18,2020-03-04,2,4.00,0,0,4,Morning,Suspicious
54,61,2025-08-30,6,1.00,0,1,9,Night,Authentic
55,76,2024-06-20,3,1.00,0,0,5,Evening,Suspicious
56,59,2025-01-02,5,4.00,0,1,10,Night,Authentic
57,44,2022-08-17,6,5.00,0,0,1,Night,Fraud
58,98,2026-02-27,6,4.00,0,0,6,Afternoon,Authentic
59,65,2023-04-29,6,2.00,1,1,2,Evening,Fraud
60,92,2021-06-13,3,5.00,1,0,9,Night,Authentic
61,19,2020-12-14,6,3.00,0,1,6,Morning,Authentic
62,82,2022-03-11,6,5.00,0,1,4,Night,Suspicious
63,102,2025-02-21,4,1.00,0,0,9,Morning,Authentic
64,21,2020-06-01,8,5.00,1,0,4,Afternoon,Suspicious
65,107,2024-12-19,7,1.00,1,1,6,Afternoon,Authentic
66,106,2023-04-15,5,4.00,0,0,10,Afternoon,Authentic
67,47,2024-06-24,6,2.00,1,1,8,Afternoon,Authentic
68,88,2023-11-15,7,1.00,1,1,1,Night,Fraud
69,22,2021-01-28,6,1.00,1,0,9,Evening,Authentic
70,65,2020-01-14,7,3.00,0,1,1,Morning,Fraud
71,91,2022-05-19,7,1.00,0,1,6,Afternoon,Authentic
72,51,2024-04-06,5,2.00,1,0,1,Afternoon,Fraud
73,96,2024-11-20,4,5.00,0,0,2,Evening,Fraud
74,34,2022-04-29,4,3.00,1,1,10,Night,Authentic
75,93,2020-12-26,5,2.00,1,0,5,Night,Suspicious
76,5,2025-04-05,5,5.00,1,0,4,Night,Suspicious
77,24,2022-11-17,1,5.00,1,0,6,Night,Authentic
78,85,2024-06-10,4,5.00,1,0,10,Night,Authentic
79,86,2025-10-12,2,2.00,0,0,8,Night,Authentic
80,78,2024-03-30,3,4.00,1,0,9,Night,Authentic
81,66,2024-10-02,2,2.00,1,0,8,Night,Authentic
82,77,2020-03-19,3,1.00,0,0,2,Evening,Fraud
83,95,2025-01-29,1,3.00,1,0,10,Afternoon,Authentic
84,68,2022-03-03,1,3.00,0,0,4,Night,Suspicious
85,59,2020-01-06,2,5.00,0,0,5,Night,Suspicious
86,95,2021-04-03,2,4.00,1,1,1,Morning,Fraud
87,45,2022-08-11,8,1.00,0,0,2,Afternoon,Fraud
88,25,2023-09-17,1,2.00,1,0,2,Night,Fraud
89,49,2024-07-04,2,3.00,0,1,8,Morning,Authentic
90,90,2024-03-23,6,5.00,1,1,7,Morning,Authentic
91,105,2021-05-17,7,4.00,0,0,9,Night,Authentic
92,74,2025-10-09,3,5.00,0,0,8,Afternoon,Authentic
93,13,2024-07-16,8,1.00,1,0,3,Morning,Suspicious
94,108,2024-01-20,4,5.00,1,1,3,Evening,Suspicious
95,17,2023-10-05,7,4.00,1,1,8,Evening,Authentic
96,111,2023-08-06,3,1.00,1,1,1,Morning,Fraud
97,22,2021-12-01,4,4.00,0,0,3,Afternoon,Suspicious
98,17,2025-04-20,2,1.00,0,0,1,Night,Fraud
99,77,2020-04-30,5,5.00,1,1,5,Night,Suspicious
100,86,2025-02-05,3,1.00,0,1,2,Morning,Fraud
101,12,2022-03-28,8,1.00,0,0,6,Morning,Authentic
102,106,2022-12-08,4,2.00,0,1,1,Night,Fraud
103,89,2022-02-14,5,2.00,1,0,5,Morning,Suspicious
104,85,2024-02-23,7,5.00,0,0,7,Afternoon,Authentic
105,12,2022-03-05,4,4.00,1,0,6,Morning,Authentic
106,68,2025-08-03,5,1.00,0,1,2,Morning,Fraud
107,48,2022-09-09,2,1.00,1,1,8,Night,Authentic
108,84,2020-11-13,8,4.00,1,1,1,Afternoon,Fraud
109,60,2020-07-18,3,1.00,1,1,8,Evening,Authentic
110,53,2023-04-24,8,2.00,1,0,2,Night,Fraud
111,2,2023-09-11,8,5.00,1,0,8,Night,Authentic
112,38,2025-09-13,3,2.00,0,1,10,Night,Authentic
113,44,2023-09-13,1,5.00,1,1,6,Morning,Authentic
114,61,2021-05-07,5,5.00,1,1,8,Evening,Authentic
115,94,2026-01-15,3,4.00,0,1,5,Night,Suspicious
116,90,2022-11-20,5,5.00,1,0,1,Evening,Fraud
117,36,2024-09-27,6,3.00,1,0,1,Night,Fraud
118,1,2025-05-19,7,4.00,0,0,4,Morning,Suspicious
119,99,2024-12-12,7,5.00,0,1,7,Night,Authentic
120,71,2022-07-12,6,2.00,1,0,4,Night,Suspicious
121,7,2024-03-15,8,1.00,0,0,3,Evening,Suspicious
122,110,2024-11-02,4,5.00,0,1,5,Night,Suspicious
123,73,2020-08-10,3,5.00,0,1,6,Night,Authentic
124,12,2024-09-20,6,4.00,0,1,9,Night,Authentic
125,38,2022-05-12,1,4.00,0,0,7,Evening,Authentic
126,75,2022-10-04,6,2.00,1,0,6,Afternoon,Authentic
127,104,2022-05-09,1,1.00,1,1,1,Night,Fraud
128,2,2025-01-13,7,4.00,1,1,4,Night,Suspicious
129,50,2026-01-17,6,2.00,1,0,2,Night,Fraud
130,71,2023-05-23,7,1.00,1,1,4,Night,Suspicious
131,1,2026-03-20,4,4.00,0,0,5,Morning,Suspicious
132,58,2025-11-24,1,2.00,1,0,3,Evening,Suspicious
133,36,2023-07-19,1,4.00,0,0,7,Night,Authentic
134,34,2020-02-10,8,1.00,1,0,8,Morning,Authentic
135,91,2020-05-08,6,1.00,0,0,9,Night,Authentic
136,55,2025-02-02,4,5.00,0,0,1,Evening,Fraud
137,72,2021-03-20,5,1.00,1,1,5,Morning,Suspicious
138,104,2023-06-03,5,4.00,1,1,9,Morning,Authentic
139,89,2024-12-20,8,5.00,1,0,10,Night,Authentic
140,101,2023-05-14,2,1.00,0,0,6,Night,Authentic
141,5,2024-05-27,7,4.00,0,1,4,Morning,Suspicious
142,114,2026-02-16,3,3.00,0,1,7,Afternoon,Authentic
143,107,2025-05-09,6,4.00,0,0,1,Night,Fraud
144,69,2025-04-11,4,1.00,1,0,3,Night,Suspicious
145,100,2021-12-18,1,2.00,1,1,1,Afternoon,Fraud
146,107,2020-09-09,3,4.00,1,0,9,Afternoon,Authentic
147,72,2024-05-19,4,5.00,1,1,3,Evening,Suspicious
148,106,2024-05-01,3,3.00,1,0,3,Night,Suspicious
149,35,2023-05-15,5,3.00,0,0,2,Night,Fraud
150,79,2025-11-16,7,5.00,0,0,7,Night,Authentic
151,83,2021-07-06,5,2.00,1,1,8,Night,Authentic
152,8,2021-12-03,5,3.00,1,1,4,Night,Suspicious
153,88,2025-02-25,3,4.00,0,1,5,Afternoon,Suspicious
154,12,2025-04-03,3,4.00,0,0,1,Morning,Fraud
155,93,2022-07-15,7,4.00,1,0,5,Morning,Suspicious
156,40,2020-05-04,5,5.00,0,0,2,Night,Fraud
157,113,2022-02-15,8,1.00,0,1,1,Night,Fraud
158,52,2020-02-09,5,1.00,0,0,1,Night,Fraud
159,111,2022-03-26,1,4.00,1,0,8,Morning,Authentic
160,92,2024-10-26,4,2.00,1,0,8,Morning,Authentic
161,16,2022-04-23,3,4.00,1,0,5,Evening,Suspicious
162,35,2022-02-20,3,3.00,1,1,10,Night,Authentic
163,103,2022-03-03,3,2.00,1,1,10,Evening,Authentic
164,114,2020-11-18,7,2.00,0,1,8,Morning,Authentic
165,95,2025-10-14,1,2.00,0,1,7,Afternoon,Authentic
166,65,2022-01-18,3,4.00,0,0,4,Evening,Suspicious
167,40,2021-08-12,1,1.00,1,1,8,Night,Authentic
168,9,2020-11-02,1,1.00,0,0,3,Night,Suspicious
169,4,2021-11-15,1,1.00,1,0,6,Night,Authentic
170,112,2020-08-30,8,4.00,1,1,4,Night,Suspicious
171,26,2021-04-06,7,5.00,0,0,4,Evening,Suspicious
172,112,2023-05-05,4,2.00,0,1,6,Night,Authentic
173,87,2021-10-24,5,3.00,0,0,7,Afternoon,Authentic
174,28,2023-07-05,6,3.00,0,1,2,Morning,Fraud
175,103,2023-08-23,2,1.00,0,0,4,Evening,Suspicious
176,59,2023-03-22,8,1.00,0,1,9,Afternoon,Authentic
177,2,2023-09-13,3,5.00,1,0,10,Morning,Authentic
178,85,2024-07-30,4,5.00,1,1,8,Night,Authentic
179,46,2025-11-06,2,3.00,1,0,10,Night,Authentic
180,83,2021-08-09,2,3.00,1,0,8,Morning,Authentic
181,98,2025-02-02,7,1.00,1,1,4,Night,Suspicious
182,37,2025-02-24,4,5.00,1,1,5,Night,Suspicious
183,13,2020-09-18,8,5.00,0,0,3,Morning,Suspicious
184,16,2025-04-17,1,3.00,1,0,2,Night,Fraud
185,27,2021-05-10,6,3.00,0,0,5,Night,Suspicious
186,72,2024-09-10,1,2.00,0,0,4,Night,Suspicious
187,6,2023-10-18,4,5.00,0,1,6,Night,Authentic
188,20,2025-09-26,1,4.00,0,1,1,Night,Fraud
189,82,2023-05-27,2,3.00,1,1,10,Evening,Authentic
190,28,2023-10-20,7,1.00,1,0,1,Morning,Fraud
191,30,2025-02-20,8,2.00,0,0,10,Morning,Authentic
192,72,2022-10-08,8,5.00,1,0,6,Night,Authentic
193,36,2023-10-31,2,5.00,1,0,6,Night,Authentic
194,92,2021-04-06,7,3.00,1,0,10,Night,Authentic
195,107,2025-10-07,4,3.00,0,1,1,Morning,Fraud
196,98,2026-02-05,8,3.00,0,1,6,Night,Authentic
197,89,2024-10-09,3,2.00,0,0,4,Night,Suspicious
198,99,2024-03-21,6,4.00,0,1,5,Night,Suspicious
199,50,2021-04-02,1,4.00,0,0,4,Night,Suspicious
200,2,2025-12-02,6,2.00,1,1,10,Afternoon,Authentic
201,83,2025-11-30,1,1.00,1,1,7,Night,Authentic
202,13,2021-08-27,5,2.00,0,1,7,Night,Authentic
203,12,2025-10-05,4,3.00,1,1,10,Night,Authentic
204,90,2024-02-08,2,1.00,0,1,10,Night,Authentic
205,50,2024-12-12,5,3.00,0,0,6,Night,Authentic
206,6,2025-04-21,1,2.00,0,0,8,Night,Authentic
207,90,2022-10-15,8,4.00,0,0,9,Night,Authentic
208,11,2025-09-09,2,5.00,0,1,1,Evening,Fraud
209,69,2021-06-23,1,4.00,1,0,4,Evening,Suspicious
210,89,2020-11-21,4,3.00,1,1,3,Night,Suspicious
211,97,2025-11-05,6,4.00,0,1,2,Evening,Fraud
212,75,2025-12-23,2,3.00,1,0,2,Night,Fraud
213,16,2026-02-09,8,2.00,0,0,2,Afternoon,Fraud
214,14,2025-08-19,8,5.00,0,0,4,Night,Suspicious
215,103,2022-08-30,2,5.00,0,1,7,Afternoon,Authentic
216,92,2022-03-23,7,5.00,1,0,9,Afternoon,Authentic
217,89,2024-06-13,4,1.00,1,0,5,Morning,Suspicious
218,33,2024-03-23,8,1.00,1,1,2,Evening,Fraud
219,87,2021-09-24,1,4.00,0,1,10,Night,Authentic
220,7,2024-11-13,4,1.00,0,1,8,Evening,Authentic
221,85,2024-08-11,2,2.00,0,0,3,Evening,Suspicious
222,30,2023-08-11,6,4.00,0,1,9,Afternoon,Authentic
223,90,2022-05-27,5,5.00,1,1,2,Night,Fraud
224,64,2025-05-03,2,5.00,0,0,2,Night,Fraud
225,49,2023-01-09,4,5.00,0,1,6,Afternoon,Authentic
226,80,2020-05-11,7,3.00,1,1,7,Morning,Authentic
227,18,2023-09-17,5,3.00,1,1,7,Evening,Authentic
228,78,2025-07-17,1,3.00,0,0,3,Morning,Suspicious
229,80,2024-09-10,1,3.00,1,1,4,Afternoon,Suspicious
230,41,2022-02-25,1,5.00,1,0,8,Evening,Authentic
231,12,2022-05-20,3,5.00,0,1,2,Night,Fraud
232,34,2022-12-09,5,1.00,0,0,7,Night,Authentic
233,47,2021-04-25,5,5.00,1,1,10,Afternoon,Authentic
234,3,2020-10-20,2,5.00,1,0,9,Night,Authentic
235,92,2022-01-25,3,5.00,1,0,10,Morning,Authentic
236,96,2025-08-16,3,5.00,0,1,8,Morning,Authentic
237,14,2022-09-08,3,5.00,1,1,9,Morning,Authentic
238,37,2025-03-19,8,2.00,0,0,3,Night,Suspicious
239,23,2023-12-05,3,3.00,0,0,7,Morning,Authentic
240,64,2025-04-22,3,4.00,0,0,6,Night,Authentic
241,83,2022-05-29,1,5.00,0,0,7,Evening,Authentic
242,42,2025-04-19,7,4.00,1,0,9,Night,Authentic
243,28,2021-07-16,1,5.00,1,0,2,Morning,Fraud
244,89,2023-12-16,8,5.00,0,1,4,Afternoon,Suspicious
245,107,2020-05-09,3,1.00,1,1,5,Morning,Suspicious
246,104,2023-10-19,2,5.00,1,1,8,Night,Authentic
247,70,2023-03-04,5,4.00,0,1,5,Night,Suspicious
248,76,2024-04-08,1,2.00,0,0,10,Night,Authentic
249,80,2025-01-12,3,5.00,1,1,3,Night,Suspicious
250,53,2023-08-30,1,2.00,0,0,8,Night,Authentic
251,19,2021-02-12,3,1.00,1,1,1,Night,Fraud
252,59,2022-11-10,4,2.00,1,0,6,Night,Authentic
253,13,2024-10-13,7,2.00,0,0,3,Night,Suspicious
254,70,2024-05-22,7,4.00,0,1,4,Night,Suspicious
255,9,2024-07-31,2,3.00,1,0,9,Morning,Authentic
256,90,2025-10-27,3,4.00,1,1,6,Afternoon,Authentic
257,103,2022-06-01,6,3.00,1,0,7,Night,Authentic
258,41,2022-03-30,8,4.00,0,0,7,Night,Authentic
259,44,2025-01-07,2,2.00,0,0,10,Night,Authentic
260,27,2020-01-29,7,5.00,0,0,8,Night,Authentic
261,71,2020-01-11,7,5.00,1,0,6,Night,Authentic
262,96,2020-12-23,2,3.00,1,0,9,Morning,Authentic
263,92,2021-11-03,6,4.00,1,1,10,Afternoon,Authentic
264,66,2021-09-21,1,4.00,0,1,3,Night,Suspicious
265,108,2024-11-29,4,3.00,1,1,9,Morning,Authentic
266,107,2024-01-31,5,4.00,0,1,8,Night,Authentic
267,106,2024-04-23,7,5.00,0,1,3,Morning,Suspicious
268,86,2020-05-21,3,4.00,1,1,1,Morning,Fraud
269,101,2024-10-21,4,5.00,1,0,10,Morning,Authentic
270,54,2020-10-30,7,1.00,0,0,5,Night,Suspicious
271,21,2020-03-19,5,1.00,1,1,10,Afternoon,Authentic
272,20,2022-04-04,2,4.00,0,0,4,Night,Suspicious
273,1,2023-07-16,7,5.00,0,1,6,Evening,Authentic
274,9,2025-11-01,7,1.00,1,0,4,Morning,Suspicious
275,1,2023-01-14,1,2.00,1,0,4,Night,Suspicious
276,111,2020-05-09,6,1.00,1,0,8,Night,Authentic
277,35,2026-01-10,3,5.00,0,1,9,Afternoon,Authentic
278,42,2021-11-26,2,2.00,0,1,2,Night,Fraud
279,44,2024-10-26,7,1.00,0,1,1,Night,Fraud
280,5,2020-12-24,5,4.00,1,1,7,Afternoon,Authentic
281,101,2023-12-31,8,5.00,1,0,3,Morning,Suspicious
282,6,2022-12-09,5,1.00,1,0,4,Night,Suspicious
283,29,2023-04-16,7,1.00,1,1,7,Night,Authentic
284,43,2023-09-10,8,4.00,1,0,9,Afternoon,Authentic
285,49,2023-06-01,5,3.00,1,1,6,Night,Authentic
286,33,2022-03-23,2,2.00,0,1,5,Night,Suspicious
287,31,2024-09-20,4,4.00,0,0,10,Night,Authentic
288,44,2022-03-09,5,5.00,1,1,8,Night,Authentic
289,11,2026-03-18,6,1.00,1,1,1,Morning,Fraud
290,77,2025-08-25,7,4.00,1,1,8,Evening,Authentic
291,97,2023-12-18,2,2.00,1,0,3,Night,Suspicious
292,94,2024-06-13,8,5.00,0,0,6,Evening,Authentic
293,86,2022-10-29,6,1.00,0,0,1,Morning,Fraud
294,6,2026-01-19,7,5.00,1,1,7,Morning,Authentic
295,33,2021-09-15,5,4.00,1,0,6,Night,Authentic
296,8,2023-02-04,3,4.00,1,0,4,Afternoon,Suspicious
297,88,2026-03-30,5,1.00,1,0,8,Night,Authentic
298,61,2021-08-14,2,4.00,1,0,4,Night,Suspicious
299,21,2022-10-15,4,1.00,0,1,10,Afternoon,Authentic
300,41,2025-04-02,4,1.00,0,0,8,Morning,Authentic
301,8,2025-06-23,8,5.00,0,0,5,Evening,Suspicious
302,6,2024-12-20,1,4.00,1,1,7,Night,Authentic
303,21,2024-12-18,2,4.00,0,1,10,Night,Authentic
304,43,2023-01-21,8,1.00,0,1,6,Afternoon,Authentic
305,67,2022-08-02,1,4.00,0,0,9,Night,Authentic
306,31,2024-01-03,1,2.00,0,0,8,Afternoon,Authentic
307,106,2021-03-04,5,4.00,1,1,10,Evening,Authentic
308,26,2020-03-25,7,3.00,1,0,8,Night,Authentic
309,21,2025-03-28,5,1.00,1,1,3,Morning,Suspicious
310,31,2026-01-15,8,4.00,0,0,1,Morning,Fraud
311,39,2023-12-08,4,4.00,0,0,3,Morning,Suspicious
312,85,2022-12-30,7,2.00,1,1,3,Night,Suspicious
313,34,2023-02-10,7,5.00,1,1,2,Night,Fraud
314,109,2025-01-13,1,1.00,0,1,7,Morning,Authentic
315,44,2020-03-19,6,3.00,1,1,2,Afternoon,Fraud
316,87,2020-05-29,6,5.00,0,0,8,Night,Authentic
317,107,2023-04-13,2,3.00,0,0,3,Morning,Suspicious
318,54,2023-03-24,5,2.00,0,0,10,Night,Authentic
319,96,2021-06-14,2,2.00,1,1,2,Morning,Fraud
320,90,2022-02-28,5,1.00,1,0,10,Afternoon,Authentic
321,51,2020-01-02,4,4.00,1,0,3,Evening,Suspicious
322,68,2020-02-13,1,4.00,1,1,4,Night,Suspicious
323,92,2021-06-30,8,1.00,0,1,2,Morning,Fraud
324,50,2026-03-29,5,3.00,1,0,4,Night,Suspicious
325,3,2025-11-04,1,3.00,1,0,1,Evening,Fraud
326,100,2024-07-27,4,1.00,0,1,9,Morning,Authentic
327,94,2025-02-10,7,5.00,0,0,3,Afternoon,Suspicious
328,5,2024-06-28,5,3.00,0,1,1,Evening,Fraud
329,58,2020-12-03,5,4.00,1,1,8,Night,Authentic
330,40,2023-02-09,1,1.00,1,0,4,Morning,Suspicious
331,4,2023-06-12,6,4.00,0,1,3,Evening,Suspicious
332,78,2023-09-01,1,1.00,0,1,4,Night,Suspicious
333,106,2023-03-10,8,2.00,0,0,2,Night,Fraud
334,4,2024-01-03,1,5.00,1,1,3,Night,Suspicious
335,6,2023-03-31,3,4.00,1,1,5,Afternoon,Suspicious
336,43,2023-02-17,8,5.00,0,0,9,Evening,Authentic
337,73,2023-12-03,3,3.00,1,0,6,Evening,Authentic
338,40,2025-09-18,4,5.00,1,0,1,Afternoon,Fraud
339,72,2020-12-22,5,2.00,0,1,5,Night,Suspicious
340,95,2024-01-17,5,2.00,0,1,6,Night,Authentic
341,67,2026-03-09,6,4.00,0,0,5,Evening,Suspicious
342,83,2023-06-03,2,5.00,0,0,5,Morning,Suspicious
343,48,2025-06-30,8,5.00,0,1,6,Afternoon,Authentic
344,72,2020-11-08,5,3.00,0,1,3,Night,Suspicious
345,1,2021-12-25,3,2.00,0,1,1,Night,Fraud
346,34,2025-07-17,8,2.00,1,0,7,Afternoon,Authentic
347,62,2025-04-12,8,4.00,1,1,9,Morning,Authentic
348,50,2022-11-01,5,5.00,1,1,5,Evening,Suspicious
349,15,2023-01-16,4,4.00,0,0,3,Morning,Suspicious
350,40,2024-06-13,3,1.00,1,0,10,Afternoon,Authentic
351,31,2020-10-05,6,3.00,0,0,3,Night,Suspicious
352,61,2024-11-27,1,4.00,0,0,5,Morning,Suspicious
353,36,2022-08-11,4,2.00,0,1,10,Morning,Authentic
354,6,2025-03-04,6,2.00,1,0,7,Morning,Authentic
355,47,2024-06-05,4,4.00,0,0,3,Night,Suspicious
356,87,2024-11-18,2,2.00,0,0,7,Evening,Authentic
357,42,2022-01-22,7,3.00,0,0,1,Night,Fraud
358,104,2024-10-21,5,4.00,1,1,8,Evening,Authentic
359,44,2024-10-29,7,2.00,1,0,5,Morning,Suspicious
360,18,2022-11-12,2,5.00,0,1,8,Morning,Authentic
361,59,2022-08-24,8,5.00,1,0,5,Night,Suspicious
362,69,2021-02-13,5,4.00,0,1,8,Morning,Authentic
363,59,2020-03-09,4,1.00,0,1,10,Morning,Authentic
364,112,2020-10-05,6,2.00,1,1,6,Morning,Authentic
365,87,2024-11-09,3,5.00,0,0,2,Night,Fraud
366,4,2025-09-30,8,3.00,0,1,4,Afternoon,Suspicious
367,19,2020-05-21,8,5.00,1,0,6,Afternoon,Authentic
368,7,2024-06-10,2,2.00,0,1,9,Morning,Authentic
369,75,2022-08-25,7,5.00,0,1,6,Night,Authentic
370,16,2024-09-22,5,5.00,1,1,5,Night,Suspicious
371,46,2024-12-01,5,5.00,1,0,6,Afternoon,Authentic
372,2,2020-04-03,1,5.00,1,0,8,Night,Authentic
373,82,2024-05-12,4,2.00,1,1,3,Afternoon,Suspicious
374,100,2020-07-17,5,1.00,1,1,9,Afternoon,Authentic
375,27,2025-12-08,3,3.00,0,0,4,Night,Suspicious
376,61,2022-02-21,5,3.00,0,0,1,Afternoon,Fraud
377,36,2023-10-19,7,2.00,1,1,4,Night,Suspicious
378,62,2023-04-09,2,5.00,0,0,3,Morning,Suspicious
379,39,2022-03-13,2,2.00,0,0,8,Night,Authentic
380,90,2025-12-26,4,1.00,1,0,2,Evening,Fraud
381,60,2023-04-04,7,2.00,0,1,2,Evening,Fraud
382,114,2020-07-30,3,4.00,1,0,3,Afternoon,Suspicious
383,38,2020-02-07,4,4.00,0,0,5,Afternoon,Suspicious
384,74,2024-05-27,8,3.00,0,1,6,Morning,Authentic
385,7,2023-07-28,7,3.00,1,0,2,Morning,Fraud
386,71,2021-10-05,8,4.00,1,0,6,Night,Authentic
387,59,2022-06-29,5,4.00,1,0,2,Evening,Fraud
388,43,2024-10-17,3,2.00,0,1,4,Night,Suspicious
389,72,2025-01-01,3,2.00,1,0,5,Afternoon,Suspicious
390,41,2023-11-16,8,5.00,0,1,3,Morning,Suspicious
391,92,2023-04-01,3,3.00,1,1,5,Night,Suspicious
392,61,2025-07-01,5,2.00,1,1,6,Afternoon,Authentic
393,41,2025-08-23,6,2.00,0,1,2,Morning,Fraud
394,56,2022-05-09,7,2.00,0,1,6,Evening,Authentic
395,36,2022-05-25,6,3.00,0,1,2,Afternoon,Fraud
396,47,2023-08-08,8,5.00,0,1,6,Morning,Authentic
397,49,2022-03-12,3,5.00,1,1,5,Morning,Suspicious
398,38,2023-07-25,6,3.00,0,1,10,Night,Authentic
399,37,2021-11-28,8,2.00,1,1,5,Morning,Suspicious
400,40,2021-09-13,4,4.00,0,0,2,Morning,Fraud
401,18,2023-10-03,4,5.00,1,0,8,Afternoon,Authentic
402,28,2025-03-20,7,4.00,1,1,1,Night,Fraud
403,62,2025-09-09,3,4.00,0,1,2,Night,Fraud
404,62,2021-10-05,6,3.00,1,0,5,Morning,Suspicious
405,31,2020-06-14,4,3.00,0,1,7,Night,Authentic
406,91,2025-04-01,6,4.00,0,1,9,Morning,Authentic
407,17,2020-12-18,7,3.00,0,0,4,Morning,Suspicious
408,21,2020-05-22,3,5.00,1,1,4,Evening,Suspicious
409,23,2023-11-30,5,4.00,1,1,1,Night,Fraud
410,14,2025-03-27,8,5.00,1,1,8,Morning,Authentic
411,106,2025-08-13,7,4.00,1,0,7,Night,Authentic
412,52,2024-08-14,5,4.00,0,1,8,Evening,Authentic
413,4,2023-10-09,6,3.00,0,0,2,Afternoon,Fraud
414,92,2022-06-24,4,2.00,0,0,4,Night,Suspicious
415,27,2024-02-08,6,2.00,1,1,3,Night,Suspicious
416,27,2020-11-01,7,5.00,1,0,8,Morning,Authentic
417,16,2023-12-04,7,5.00,1,1,10,Night,Authentic
418,97,2022-01-09,1,3.00,1,1,2,Night,Fraud
419,107,2024-03-09,2,1.00,0,1,2,Morning,Fraud
420,111,2021-06-28,6,3.00,1,1,9,Night,Authentic
421,108,2023-03-16,5,2.00,0,0,2,Evening,Fraud
422,37,2022-02-11,7,5.00,0,1,9,Morning,Authentic
423,5,2024-07-05,1,1.00,1,1,8,Night,Authentic
424,26,2020-06-05,6,2.00,0,0,10,Night,Authentic
425,93,2023-02-28,2,2.00,1,0,4,Night,Suspicious
426,58,2022-10-29,5,3.00,1,1,9,Night,Authentic
427,7,2026-03-16,1,4.00,0,1,8,Night,Authentic
428,109,2024-12-19,8,5.00,0,1,4,Night,Suspicious
429,16,2025-12-26,2,4.00,1,1,1,Night,Fraud
430,71,2025-03-14,3,1.00,0,0,7,Night,Authentic
431,102,2023-03-28,1,2.00,1,1,10,Afternoon,Authentic
432,49,2023-09-28,6,5.00,0,0,10,Morning,Authentic
433,1,2025-02-22,8,1.00,1,0,6,Morning,Authentic
434,58,2020-01-30,4,2.00,1,0,6,Night,Authentic
435,64,2024-03-16,7,4.00,1,0,6,Evening,Authentic
